ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,수용인원,쉬는날,개장기간,이용시간,입장료,체험가능연령,주차시설,주차요금,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
한우물영농조합법인 제주캠핑카라반,63629,,,제주특별자치도 서귀포시 표선면 표선동서로 324-18 ,33.3299791500,126.8382330410,제주캠핑카라반은 아름다운 표선해수욕장과 도보로 5분 거리에 위치해 있는 바람  올레. 오름  한라산의 이름을 가지고 있는 조경이 예쁜 카라반 캠핑장이다. 아침에 일어나 눈을 뜨면 탁 트인 풍경과 철썩이는 파도가 보이는 넓은 호수 같은 바닷가가 보이는 곳이다.<br>제주 올레길 3코스의 끝과 4코스의 시작점인 표선해수욕장과 마주보고 있어  올레길 여행 베이스캠프로도 좋다. 캠핑장 인근 바다 산책로를 걸으며 힐링을 누릴 수 있다. 카라반은 유난히 넓고 깨끗한 내부시설을 자랑한다. 편리하게 사용할 수 있는 침대  가구  취사도구 등 이 가지런히 갖춰져 있어  인근에서 신선한 재료들을 사다가 원하는 요리를 해 먹을 수 있다는 것 또한 호텔과는 다른 또 다른 매력이 있는 카라반 캠핑이다. 카라반 옆으로 테라스가 있어 해지는 노을을 바라보며  맛있는 바비큐를 해먹을 수 있다.,,,,,"봄, 가을, 겨울",15:00 ~ 익일 11:00,,"<a href=http://www.jejucampingcaravan.com/pages.php?p=5_1_1_1"" target=""_blank"" title=""새창 : 한우물영농조합법인 제주캠핑카라반 예약"">http://www.jejucampingcaravan.com/pages.php?p=5_1_1_1</a>""",,주차가능,없음,,,없음,"이용요금:60 000원 ~ 90 000원 <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
주요시설:안전시설 설비사항 소화기:15
부대시설:전기  온수
"
메이더카라반,63347,,,제주특별자치도 제주시 구좌읍 일주동로 1626 ,33.5519830557,126.7066754804,"메이더 캠프는 제주 메이더 호텔에 있는 카라반 캠핑장이다. 공항에서 약 30분 거리로 바다와 곶자왈 숲 사이에 위치해 있어 주변이 복잡하지 않고 특히 아름다운 낙조로 유명한 곳이다. 가까운 곳에 함덕해수욕장과 김녕해수욕장이 있어  해수욕을 즐기며 캠핑하기에도 좋다.
카라반 내부는 더블침대  2층 침대를 포함  TV  에어컨  냉장고  테이블  소파와 주방용품을 갖췄고 화장실과 샤워실이 구비되어 있으며  와이파이 사용도 가능하다. 서우봉 해변과 올레길을 산책하기 좋고 4월이면 유채꽃이 만발하면서 장관을 이룬다. 호텔 내에 있는 수영장과 노래방  골프연습실  DVD방 등의 부대시설도 이용할 수 있다",,,,연중무휴,"봄,여름,가을,겨울",15:00~익일 11:00,,"<a href=http://meithecaravan.com/pages.php?p=4_1_1_1"" target=""_blank"" title=""새창 : 메이더카라반 예약 사이트로 이동"">http://meithecaravan.com/pages.php?p=4_1_1_1</a>""",,가능,없음,,,없음,"이용요금:109 000원~159 000원<br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

주요시설:안전시설 설비사항<br/>
소화기:9

"
무거카라반,63332,,,제주특별자치도 제주시 조천읍 조함해안로 352 ,33.5488270182,126.6549383808,무거 카라반은 함덕 해안도로에 위치해 있는 캠핑장으로 펜션과 카라반을 함께 운영하고 있다. 캠핑장 가까이 함덕해수욕장  제주 항일기념관  서우봉 등 인기 많은 관광지가 있어 여행하기 좋은 위치이다.  성산 일출봉과 우도가 20분 거리에 있어 아침 일찍 일어나 다녀오기에도 좋다. 카라반 내부는 깔끔한 화이트 톤으로  TV  냉장고  침대  소파  전자레인지  압력솥  커피 메이커  인덕션  드라이기  수건 등이 구비되어 있고 주방시설과 주방도구  냉난방 시설까지 완벽하게 갖춰져 있다  내부에 샤워장과 화장실이 있어 편리하게 생활할 수 있다.,,,,연중무휴,"봄,여름,가을,겨울",15:00~익일11:00,,"<a href=https://booking.ddnayo.com/booking-calendar-status?accommodationId=8002&groupId="" target=""_blank"" title=""새창 : 무거카라반 예약 사이트로 이동"">https://booking.ddnayo.com/booking-calendar-status?accommodationId=8002&groupId=</a>""",,가능,없음,,,없음,"이용요금:60 000원~350 000원
<br/>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

부대시설:전기 무선인터넷 온수 물놀이장 놀이터 산책로 운동장 운동시설

"
다인리조트 카라반,63046,,,제주특별자치도 제주시 애월읍 애월해안로 400-9 ,33.4714751921,126.3512637615,다인리조트 카라반은 제주도 애월의 아름다운 바다와 올레길을 품고 있는  편안하고 안락하며 바다 전망이 좋은 이색적인 다인리조트 내에 조성된 캠핑장이다. 매일 밤 통기타 라이브 가수의 공연과 멋진 선율의 오케스트라가 공연하는 즐길 거리 많은 캠핑장이다. 카라반 내부시설은 TV  에어컨  냉장고  인덕션  전기밥솥  전자레인지  커피포트  식기류 일체와 테이블  의자  핫플레이트  샴푸  린스  헤어드라이어 등이 구비되어 있으며  와이파이 사용이 가능하다. 카라반 앞으로 개인 공간인 개별 테라스가 설치되어 있어 바비큐 파티 등 캠핑 요리를 해 먹을 수 있다. 카라반 내부에 화장실과 샤워 시설이 있어 편리하다. 여름에는 수영장이 어린이용  성인용 2곳으로 나누어져 안전하게 물놀이를 즐길 수 있다.,,,,연중무휴,"봄,여름,가을,겨울",15:00~익일11:00,,"<a href=https://be4.wingsbooking.com/DYR1/"" target=""_blank"" title=""새창 : 다인리조트 카라반 사이트로 이동"">https://be4.wingsbooking.com/DYR1/</a>""",,가능,없음,,,없음,"이용요금:[카라반]<br>
- 250 000원
<br>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

주요시설:소화기:3  화재감지기:3

"
국제리더스클럽,63332,,,제주특별자치도 제주시 조천읍 조함해안로 321-21 ,33.5515627877,126.6524885311,‘국제리더스클럽’은 에메랄드빛 제주바다의 위  아래 모두를 온전하게 즐길 수 있는 사계절 해양레포츠 테마파크이다. 국내 최초로 가족형 반잠수함 체험이 가능한데  어린이를 포함한 가족  연인이 오붓하게 승선하여 에메랄드빛 제주바다의 수중 풍경을 즐길 수 있다. 뿐만 아니라 투명카약  패들보드  딩기요트  해녀체험  패들요가  선상낚시  스노클링  파워요트  피딩체험 등 각종 수상레저 기구를 통해 제주의 바다를 다이내믹하게 느낄 수 있다. 다양한 수상레저 기구를 완비했고  휴식과 힐링을 동시에 즐길 수 있는 곳곳의 휴식 공간이 있어 남녀노소 누구나 즐겁다. 특히 북아일랜드 스타일의 클럽하우스와 카페테리아에서 여유를 느낄 수 있고  인명구조 자격을 보유한 전문 직원들이 곳곳에 배치되어 있어  누구든지 바다스포츠를 안전하게 즐길 수 있다.,,,,연중무휴,,09:30~18:00,,전화 상담,홈페이지를 통해 체험별 가능 연령 확인,가능 <br>요금 (무료),없음,,,가능,"포인트안내:
이용요금:홈페이지를 통해 체험별 세부 이용요금 확인

할인정보:네이버 예매시 최대 46% 할인

체험프로그램:반잠수정  선상낚시  딩기요트  패들보드  카누&스노클링 등

부대시설:공용주차장  화장실  무선 인터넷  장애인 편의시설 

주요시설:샤워 및 탈의 시설  락커  카페  강의실  마리나 시설

"
선양빌리지돔,63344,,,제주특별자치도 제주시 조천읍 와흘로 350 ,33.4746739361,126.6438660364,선양빌리지돔은 제주시 조천읍 와흘리에 위치해 있는 펜션과 카라반이 함께 있는 캠핑장이다. 초록 잔디가 아름답고 카라반 앞에는 대형 화분도 진열해 두어 아름답다. 선양빌리지돔의 상징인 블루베리 나무들이 가득해 마음대로 따먹을 수 있다. 여름철엔 수영장을 설치 아이들에게 물놀이를 제공한다. 제주도 어디를 여행하든 이동하기 좋은 위치에 자리 잡고 있어  한라산은 자동차로 10분  제주공항까지는 20분  성산 일출봉은 30분  서귀포시까지는 40분이면 도착이 가능하다.,,,,연중무휴,"봄,여름,가을,겨울",15:00 ~ 익일11:00,,,,가능,없음,,,없음,"이용요금:[객실]<br>
- 80 000원~350 000원<br>
[카라반]<br>
- 70 000원~100 000원<br>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

주요시설:소화기:4

"
서귀포 자연휴양림 야영장,63554,,,제주특별자치도 서귀포시 영실로 226 (하원동),33.3386613503,126.4791639674,서귀포자연휴양림은 제주시와 서귀포 중문 관광단지를 잇는 1 100 도로 동쪽에 자리 잡고 있는 휴양림으로  서귀포 시내에서는 차로 30분 정도 소요된다. 한라산 자락 아래 다양한 수종의 원시림 있고  특히 울창한 편백숲이 있는 제주 최고의 휴양림이다. 피톤치드 가득한 편백 숲 속에 야영장이 운영되고 있다. 산책로를 따라 전망대에 오르면 바다도 한눈에 볼 수 있다. 숙박 비용이 전국에서 가장 비싼 지역 중에 하나인 제주에서 저렴한 가격으로 누릴 수 있는 야영장으로 인기가 높다. 데크는 크기에 따라 두 가지가 있고  편백나무들 사이에 있는 사이트들이라  주차장에서부터 카트로 짐을 날라야 하고  휴양림 특성상 휴대용 버너만 이용 가능하고 숯 사용은 제한된다.,,,,,"봄, 여름, 가을",15:00~익일 11:00,,"<a href=https://www.foresttrip.go.kr/rep/or/sssn/fcfsRsrvtPssblGoodsDetls.do?hmpgId=ID02030013&menuId=001001"" target=""_blank"" title=""새창 : 서귀포 자연휴양림 야영장 예약"">https://www.foresttrip.go.kr/rep/or/sssn/fcfsRsrvtPssblGoodsDetls.do?hmpgId=ID02030013&menuId=001001</a>""",,가능,없음,,,없음,"이용요금:9 500원~240 000원 <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
부대시설:놀이터  산책로  운동시설  물놀이시설
"
제라진어드벤쳐,63341,,,제주특별자치도 제주시 조천읍 선교로 33 ,33.4872070398,126.7159844893,제주의 말들과 노루  꿩이 자유롭게 뛰어노는 429 752㎡(13만 평) 규모의 초원과 숲에서 자연 그대로의 제주를 느낄 수 있는 국내 유일의 오프로드 투어를 제공한다. 스릴 넘치는 오프로드 투어부터 RC카를 통한 미니멀한 제주 투어까지  오직 제주에서만 가능한 순간들을 경험할 수 있다. 제주 오프로드 코스 설계의 특별한 점은  세계 자연유산에 인접한 원시 자연 그대로를 재현했다는 것이다. 가급적 ‘말이 다녔던 길을 따라’ 체험코스를 설계했다. 완만한 능선과 골짜기가 중첩된 지형은 액티비티를 만끽할 최적의 조건이며  6.5km에 달하는 다이내믹한 코스는 특별한 체험의 시간을 선사한다. 또한 체험 코스 중간에서 포토타임을 가질 수 있어 잊지 못할 추억을 남길 수 있다. ‘바퀴 달린 집’ 촬영 이후 더 유명해졌다.,,,,연중무휴,연중무휴,10:00~17:00 (한시간 간격 출발)<br>※ 상황에 따라 투어 시간 변동될 수 있음,,전화 예약,,가능<br>요금 (무료),없음,,,가능,"코스안내:제주오프로드 6.5km 코스 		

이용요금:투어체험 1인 49 000원
<br/>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

부대시설:화장실 

"
별헤는 밤(제주),63067,,,제주특별자치도 제주시 애월읍 광상로 348 ,33.4435484510,126.3969770809,별 헤는 밤 캠핑장은 애월읍 유수암리 해발 200m에 위치해 있다. 5개 동의 글램핑과  2개 동의 카라반 구성으로 되어 있으며 가까운 곳에 제주공항  곽지해변  협재해변  이호테우 해변이 있고 해안도로를 따라 대형마트도 이용할 수 있다. 제주 서부권의 유명 여행지를 잇는 교통요지에 위치해 있어 캠핑과 관광을 동시에 즐길 수 있다. 카라반 내부는 침대를 비롯해 TV  에어컨  냉장고  테이블  소파가 있고 주방용품도 잘 갖춰 놓았다. 화장실과 샤워실도 내부에 있으며 넓은 공간을 자랑하는 돔 형태의 글램핑에는 침대  에어컨  TV  화장실  샤워실 등이 있다. 아침이면 캠핑장 내 휴게실에서 조식을 무료로 제공해 주는 것도 장점이다.  밤이면 별이 쏟아지는 광경을 육안으로 감상할 수 있고 한치 잡이 배의 불빛과 밤바다를 마음껏 즐길 수 있다.,,,,연중무휴,"봄,여름",15:00~익일11:00,,"<a href=http://별밤.com//"" target=""_blank"" title=""새창 : 별헤는 밤 예약안내 사이트로 이동"">http://별밤.com//</a>""",,가능,없음,,,없음,"이용요금:99 000원~159 000원<br>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

부대시설:전기 무선인터넷 장작판매

주요시설:소화기:7

"
족은노꼬메오름,63066,,,제주특별자치도 제주시 애월읍 산록서로 482-34 ,33.3922627569,126.4158515939,‘노꼬메’는 ‘높은 뫼(山)’를 뜻하며  ‘족은’은 ‘작은’을 뜻하는 제주어로  족은노꼬메오름은 제주 오름 중 숲길과 오름을 함께 즐길 수 있는 곳이다. 노꼬메오름은 족은노꼬메오름과 큰노꼬메오름으로 이루어져 있으며  두 노꼬메오름은 나란히 위치하고 있기 때문에 ‘형제오름’이라고도 불린다. 족은노꼬메오름은 이름 때문에 오르기 쉽다고 착각하기 쉬우나 호락호락하게 오를 수 있는 오름은 아니다. 족은노꼬메오름을 오르는 길은 궷물오름  큰노꼬메오름 등을 거쳐가는 여러 갈래가 있다. 3개 오름 모두 오르는 것도 좋지만 체력적으로 힘이 들 수 있으니  2개 정도의 오름을 경유하여 돌아보는 것이 좋다. 족은노꼬메 분화구 능선은 울창한 천연 숲이다. 정상에 오르면 탁 트인 경치와 함께 반대편에 위치한 큰노꼬메오름의 모습을 조망할 수 있다.,,,,연중무휴,상시 개방,상시 개방,,,,가능 (족은노꼬메 주차장),없음,,,없음,"포인트안내:JTBC 예능프로그램 <효리네 민박>촬영장소

이용요금:무료 	

"
문서프,63034,,,제주특별자치도 제주시 애월읍 곽지7길 1 ,33.4500852179,126.3084096373,"문서프는 제주 북서부에 최초로 생긴 서핑 숍으로  제주 애월읍 곽지리에 위치하고 있어 아름다운 에메랄드빛 바다의 곽지 과물해변과 한담해변에서 여유롭게 서핑을 즐길 수 있다. 서핑체험과 서핑 용품 렌털 및 판매  그리고 서핑을 테마로 한 이색 카페도 운영한다. 다양한 할인 혜택과 이벤트(생일날 오시는 손님은 무료체험 등)를 진행해 보다 많은 이들이 서핑을 체험할 수 있도록 하고  전문 포토그래퍼와의 전속계약을 통해 서핑을 체험하면서 남다른 퀄리티의 인생 샷을 찍어주는 서비스도 있다.
그 밖에도 99.1㎡(100평)이 넘는 넓은 루프탑 테라스에서 태닝과 휴식을 즐기며 커피와 제주 수제 맥주를 맛볼 수 있다. 차량이 없는 사람들을 위해 무료 픽업 서비스 제공하며  남녀 탈의실과 샤워실  무료 세면도구 같은 편의시설도 제공한다.

※서핑은 포인트에 따라 물때(간/만조)의 영향을 많이 받는 스포츠이므로 홈페이지에서 시간표 확인 필수",,,,연중무휴 (전화 문의),연중무휴,07:00~20:00,,"홈페이지 게시판, 전화, 문자, 카카오톡, 네이버예약",,가능,없음,,,가능,"체험프로그램:체험 서핑 

이용요금:이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

할인정보:홈페이지에서 확인

참고사항:픽업서비스	: 제주공항  제주시내  애월

주요시설:안전시설 설비사항<br/>
안전요원배치  안전보험가입여부  상비약  구명환  소방시설 관련사항

부대시설:남녀 탈의실  샤워실  루프탑 테라스  휴식공간  무료 WIFI  편의점  무료픽업

"
